CustomerID,Tenure,PhoneService_Numeric,Contract_Numeric,PaymentMethod_Numeric,MonthlyCharges,TotalCharges,Churn_Numeric,MonthlyChargesPerTenure,LogTotalCharges
0953-LGOVU,12,0,0,1,35.5,432.25,0,2.9583333333333335,6.0690041245634
2115-BFTIW,25,1,0,1,70.95,1767.35,1,2.838,7.477236528540017
4692-NNQRU,21,1,1,0,79.2,1742.45,0,3.7714285714285714,7.463047447818395
7742-MYPGI,6,1,0,1,48.8,297.35,0,8.133333333333333,5.694909896152603
0611-DFXKO,20,1,0,1,89.0,1820.45,1,4.45,7.506839002256171
7780-OTDSO,18,1,0,0,99.4,1742.95,1,5.522222222222222,7.463334358935301
9619-GSATL,43,1,1,0,55.45,2444.25,0,1.2895348837209304,7.8014936063857805
5622-UEJFI,35,1,2,3,25.4,949.8,0,0.7257142857142856,6.856251436115022
9747-DDZOS,1,1,0,2,73.5,73.5,1,73.5,4.297285406218791
0674-DGMAQ,32,1,0,0,93.5,2970.8,0,2.921875,7.996586555795141
6203-HBZPA,52,0,2,3,63.9,3334.95,0,1.228846153846154,8.112212965733587
0484-FFVBJ,32,1,1,2,64.85,2010.95,0,2.0265625,7.606362526211443
0301-FIDRB,72,0,2,2,63.8,4684.3,0,0.8861111111111111,8.451971770489008
4139-JPIAM,51,0,0,3,44.45,2181.55,0,0.8715686274509804,7.687790912310173
2181-TIDSV,68,1,2,2,19.95,1303.25,0,0.2933823529411765,7.172616423648216
2761-XECQW,8,0,0,1,43.35,371.4,0,5.41875,5.917279648918606
1936-CZAKF,49,0,2,3,49.65,2409.9,0,1.013265306122449,7.787340531847876
9453-PATOS,72,1,2,1,85.1,6155.4,0,1.1819444444444445,8.725085024321722
0564-JJHGS,9,1,0,0,95.5,829.1,1,10.61111111111111,6.720340775122173
3348-CFRNX,28,1,0,1,92.35,2602.9,1,3.2982142857142853,7.864381487045695
4402-FTBXC,54,1,0,1,89.8,4667.0,0,1.662962962962963,8.448271745949816
1428-GTBJJ,11,1,0,0,74.55,824.75,1,6.777272727272727,6.715080310108691
2931-XIQBR,50,1,1,1,103.05,5153.5,0,2.061,8.547431374476847
0106-UGRDO,69,1,2,0,116.0,8182.85,0,1.681159420289855,9.009795779673805
5542-TBBWB,1,1,0,0,69.9,69.9,0,69.9,4.247065649239764
1930-QPBVZ,68,1,2,2,95.1,6683.4,0,1.3985294117647058,8.807382119079199
2606-PKWJB,40,0,1,1,40.25,1564.05,0,1.00625,7.355033889903712
5322-ZSMZY,31,1,2,1,25.75,755.6,0,0.8306451612903226,6.627512135627354
8059-UDZFY,33,1,0,2,105.35,3465.05,0,3.1924242424242424,8.150482341534323
7740-BTPUX,55,1,2,0,113.6,6292.7,0,2.0654545454545454,8.747145510374061
5220-AGAAX,68,1,2,2,24.0,1664.3,0,0.35294117647058826,7.417159893592681
0208-BPQEJ,12,1,0,2,19.4,198.1,0,1.6166666666666665,5.288771953704505
9435-JMLSX,71,1,2,2,86.1,6045.9,0,1.212676056338028,8.707135635341553
3352-ALMCK,40,1,0,1,102.65,4108.15,0,2.56625,8.320728084500617
5312-IRCFR,64,1,1,0,92.85,5980.75,0,1.45078125,8.696301257140691
5294-IMHHT,53,1,1,2,97.75,5043.2,0,1.8443396226415094,8.525796080223506
8802-UNOJF,12,1,0,1,83.8,1029.75,1,6.983333333333333,6.93707133331619
6313-GIDIT,53,0,0,0,54.45,2854.55,1,1.0273584905660378,7.956669491453394
6176-YJWAS,72,1,2,3,97.95,7114.25,0,1.3604166666666666,8.869855093864508
5310-NOOVA,46,1,2,0,19.95,907.05,0,0.43369565217391304,6.810197575387331
4526-EXKKN,40,1,2,1,24.6,973.95,0,0.615,6.881359967622606
5311-IHLEI,12,0,0,2,50.95,605.75,0,4.245833333333334,6.406467359696635
3987-KQDDU,9,1,0,0,75.6,661.55,0,8.399999999999999,6.49458556648842
3404-JNXAX,51,1,0,0,80.75,4116.9,0,1.5833333333333333,8.322855731943697
5131-PONJI,49,1,0,3,90.4,4494.65,0,1.8448979591836736,8.41064307958048
2845-AFFTX,41,1,0,0,99.8,4259.3,1,2.4341463414634146,8.356860106512704
3489-VSFRD,56,1,1,3,60.25,3282.75,0,1.0758928571428572,8.096436764739114
3345-JHUEO,4,1,0,0,20.2,55.7,0,5.05,4.019980146933238
5815-HGGHV,20,1,1,1,64.15,1274.45,0,3.2075000000000005,7.150269991975604
5260-UMPWX,26,1,0,3,20.25,493.95,0,0.7788461538461539,6.202434297490483
2249-YPRNG,20,1,0,2,105.85,2239.65,1,5.2924999999999995,7.714074882640783
7410-YTJIK,7,1,0,1,75.45,480.75,1,10.778571428571428,6.175347384468889
4626-GYCZP,7,1,0,0,93.85,635.6,1,13.407142857142857,6.454569434662561
5649-RXQTV,51,1,0,0,99.0,5038.15,0,1.9411764705882353,8.524794230189057
2674-MIAHT,4,1,0,1,80.3,324.2,0,20.075,5.781360609301576
2576-HXMPA,1,1,0,3,19.55,19.55,0,19.55,2.972975286431375
7587-AOVVU,27,1,0,0,100.75,2793.55,0,3.7314814814814814,7.935068467432419
5590-BYNII,22,1,0,0,100.75,2095.0,1,4.579545454545454,7.647308832356238
6898-MDLZW,12,1,0,1,53.75,648.65,0,4.479166666666667,6.474893280017022
3237-AJGEH,3,0,0,1,31.0,95.05,1,10.333333333333334,4.554403068934438
4707-YNOQA,34,1,1,3,25.6,917.15,0,0.7529411764705882,6.821271035760359
9357-UJRUN,24,1,1,0,58.35,1346.9,0,2.43125,7.205560934604769
1591-NFNLQ,51,1,0,3,80.0,4242.35,1,1.5686274509803921,8.352872639971835
8648-PFRMP,14,0,0,0,46.35,672.7,0,3.310714285714286,6.51129946503156
7663-CUXZB,59,1,2,0,113.75,6561.25,0,1.9279661016949152,8.78893641256651
0258-NOKBL,3,1,0,0,90.4,268.45,0,30.133333333333336,5.592664676868578
1163-VIPRI,65,1,2,0,109.3,7337.55,0,1.6815384615384614,8.900760278423185
2815-CPTUL,5,1,0,1,70.25,331.9,1,14.05,5.804833718725929
9348-ROUAI,59,1,2,3,90.3,5194.05,0,1.5305084745762711,8.555269018668465
9443-JUBUO,72,0,2,3,65.25,4478.85,0,0.90625,8.407121596028292
0596-BQCEQ,62,1,0,0,100.15,6283.3,1,1.6153225806451614,8.745650599154187
1481-ZUWZA,28,1,0,3,94.5,2659.4,1,3.375,7.885855812422606
3043-TYBNO,3,1,0,1,60.65,196.9,0,20.216666666666665,5.28269598564508
4830-FAXFM,19,1,0,3,24.1,439.2,0,1.2684210526315791,6.084954890195321
5906-BFOZT,1,1,0,1,19.5,19.5,0,19.5,2.970414465569701
2960-NKRSO,24,1,0,0,85.95,2107.15,0,3.5812500000000003,7.653091602537415
8996-ZROXE,57,1,1,0,53.5,3035.8,0,0.9385964912280702,8.018230260192759
5598-IKHQQ,72,1,2,3,25.45,1866.45,0,0.3534722222222222,7.5317935098897495
0397-ZXWQF,67,1,2,2,20.5,1430.95,0,0.30597014925373134,7.266093838345036
5266-PFRQK,52,1,1,3,20.85,1071.6,0,0.4009615384615385,6.976908137670454
4674-HGNUA,71,1,2,3,89.9,6457.15,0,1.2661971830985916,8.772943322959087
6765-MBQNU,26,1,1,1,26.0,684.05,0,1.0,6.528031014366123
9786-IJYDL,35,1,2,1,113.2,3914.05,0,3.2342857142857144,8.272327922529511
1303-SRDOK,55,1,2,3,69.05,3842.6,0,1.2554545454545454,8.253904499797601
3769-MHZNV,33,1,2,1,20.1,670.35,0,0.6090909090909091,6.50779996404757
6295-OSINB,72,1,2,0,109.65,7880.25,0,1.5229166666666667,8.972114908236994
3308-MHOOC,1,1,0,1,19.2,19.2,0,19.2,2.954910279033736
2309-OSFEU,10,0,0,1,33.9,298.45,1,3.3899999999999997,5.698602414614659
2207-QPJED,37,1,0,0,90.0,3371.75,0,2.4324324324324325,8.123187176396968
4177-JPDFU,12,0,0,1,34.0,442.45,0,2.8333333333333335,6.092327463713359
2239-CFOUJ,1,1,1,1,20.4,20.4,0,20.4,3.0155349008501706
8046-DNVTL,62,0,2,3,38.6,2345.55,0,0.6225806451612903,7.760275194957629
2209-XADXF,1,0,0,2,25.25,25.25,0,25.25,3.228826155721369
6620-JDYNW,18,1,0,1,60.6,1156.35,0,3.3666666666666667,7.053023771573381
1891-FZYSA,69,1,0,0,89.95,6143.15,1,1.3036231884057972,8.723092918902601
4770-UEZOX,2,1,0,0,74.75,144.8,0,37.375,4.975353479951616
1038-RQOST,19,1,0,1,20.6,414.95,0,1.0842105263157895,6.028158031044457
7613-LLQFO,12,1,0,0,84.45,1059.55,1,7.0375000000000005,6.965599568666575
4568-TTZRT,9,1,0,1,20.4,181.8,0,2.2666666666666666,5.202907181743378
9513-DXHDA,27,1,1,0,81.7,2212.55,0,3.025925925925926,7.70190097549679
2640-PMGFL,27,1,0,0,79.5,2180.55,1,2.9444444444444446,7.687332417540444
3801-HMYNL,1,1,0,1,89.15,89.15,1,89.15,4.49032034430915
0516-QREYC,24,1,0,1,20.3,459.95,0,0.8458333333333333,6.131117787923166
9685-WKZGT,14,1,0,0,74.95,1036.75,1,5.353571428571429,6.943846099126491
6022-UGGSO,32,1,0,0,74.4,2276.95,1,2.325,7.730592107105032
8084-OIVBS,11,1,1,1,20.0,211.95,0,1.8181818181818181,5.356350397798646
8896-BQTTI,1,1,0,1,25.0,25.0,0,25.0,3.2188758248682006
3865-QBWSJ,38,1,0,1,80.45,3162.65,0,2.1171052631578946,8.05916556274101
3352-RICWQ,9,1,2,1,19.75,210.65,0,2.1944444444444446,5.350197988425026
2160-GPFXD,54,1,2,3,65.65,3566.7,0,1.2157407407407408,8.179396077532608
2065-MMKGR,29,1,1,3,71.0,2080.1,0,2.4482758620689653,7.640171248462782
5857-TYBCJ,44,1,0,0,89.2,4040.2,0,2.0272727272727273,8.304049474680362
1498-NHTLT,59,1,2,0,86.75,5186.0,0,1.4703389830508475,8.55371796609861
4484-CGXFK,3,1,0,0,55.3,196.15,1,18.433333333333334,5.278879672655561
1402-PTHGN,18,1,1,1,61.5,1087.45,0,3.4166666666666665,6.9915907848943695
4176-RELJR,67,1,2,3,25.1,1672.15,0,0.37462686567164183,7.421865502539344
6214-EDAKZ,22,1,0,0,55.15,1206.05,1,2.506818181818182,7.095105835797533
5199-FPUSP,33,0,1,3,34.05,1113.95,0,1.0318181818181817,7.015667536176533
6377-KSLXC,5,1,0,1,19.95,107.05,0,3.9899999999999998,4.6732960150356915
1796-JANOW,2,1,0,1,19.95,38.15,0,9.975,3.641525757730466
0238-WHBIQ,72,1,2,3,89.7,6339.3,0,1.2458333333333333,8.75452363124099
8735-NBLWT,9,1,0,1,20.4,184.1,0,2.2666666666666666,5.215479088239032
6651-RLGGM,67,1,2,1,26.3,1688.9,0,0.3925373134328358,7.431832708423876
6127-ISGTU,16,1,0,0,84.95,1378.25,1,5.309375,7.228569857469793
1614-JBEBI,8,1,0,1,20.7,137.6,0,2.5875,4.924350925499243
8740-XLHDR,5,0,0,1,43.25,219.0,1,8.65,5.389071729816501
1208-DNHLN,23,1,1,3,48.35,1067.15,1,2.1021739130434782,6.972746822489577
1761-AEZZR,1,1,0,0,79.55,79.55,1,79.55,4.376385754783795
3923-CSIHK,50,1,0,0,71.05,3444.85,1,1.421,8.14463564113551
5696-EXCYS,17,1,2,3,19.45,369.05,0,1.1441176470588235,5.910932136216061
5795-KTGUD,68,1,2,2,110.8,7553.6,0,1.6294117647058823,8.929779549792022
7120-RFMVS,1,1,0,0,84.5,84.5,1,84.5,4.436751534363128
7924-GJZFI,25,1,0,0,69.3,1813.1,0,2.772,7.502793366431763
4702-HDRKD,67,0,1,2,49.35,3321.35,0,0.7365671641791045,8.108126605766405
8512-WIWYV,32,1,1,3,20.35,707.5,0,0.6359375,6.561737629517393
5897-ZYEKH,67,1,1,0,105.6,7112.15,0,1.5761194029850745,8.869559868084936
5456-ITGIC,72,0,2,3,64.45,4641.1,0,0.8951388888888889,8.442706686089412
7317-GGVPB,71,1,2,3,108.6,7690.9,1,1.5295774647887324,8.947793090762149
1406-PUQVY,1,1,0,0,49.9,49.9,0,49.9,3.910021002757473
1322-AGOQM,46,0,0,2,30.3,1380.1,1,0.658695652173913,7.229911239293994
3677-IYRBF,2,0,0,0,30.4,78.65,1,15.2,4.365007629504287
5692-FPTAH,1,1,0,1,45.4,45.4,1,45.4,3.8155121050473024
9114-AAFQH,48,1,1,0,65.65,3094.65,0,1.3677083333333335,8.037430093102065
8715-KKTFG,61,1,1,2,103.3,6518.35,0,1.6934426229508197,8.782376555409057
1550-LOAHA,32,1,0,2,84.15,2585.95,1,2.6296875,7.857848224264758
1728-BQDMA,2,1,0,0,44.45,82.7,0,22.225,4.415219602029645
0268-QKIWO,3,1,0,0,19.75,58.85,1,6.583333333333333,4.074991833706286
0876-WDUUZ,5,1,0,3,85.4,425.9,1,17.080000000000002,6.054204576929168
5117-ZSMHQ,71,1,2,2,89.9,6342.7,0,1.2661971830985916,8.755059824283329
5151-HQRDG,37,1,0,1,55.05,2030.75,0,1.4878378378378379,7.616160461931063
0960-HUWBM,65,1,2,2,104.1,6700.05,0,1.6015384615384614,8.809870268037779
6465-GSRCL,67,1,1,2,106.6,7244.7,0,1.5910447761194029,8.888025446029959
0617-FHSGK,49,1,0,3,75.2,3678.3,1,1.5346938775510204,8.21020596790645
0263-FJTQO,50,1,2,3,70.5,3486.65,0,1.41,8.156696668824656
7319-ZNRTR,25,1,1,0,19.6,411.15,0,0.784,6.018958111416905
2858-MOFSQ,17,1,1,1,55.85,937.5,1,3.2852941176470587,6.843216757844566
7503-EPSZW,64,1,2,1,24.05,1559.15,0,0.37578125,7.351896079952131
7089-XXAYG,25,0,1,3,38.1,970.4,0,1.524,6.877708357629841
8118-LSUEL,23,1,0,0,106.4,2483.5,1,4.626086956521739,7.817424134547405
8070-AAWZP,24,0,0,1,34.25,828.2,0,1.4270833333333333,6.719254671111467
1666-JXLKU,37,1,0,0,100.05,3810.55,0,2.704054054054054,8.245528814657664
7855-DIWPO,21,1,0,0,68.65,1493.2,0,3.2690476190476194,7.308676747040429
5133-POWUA,1,1,0,1,45.8,45.8,0,45.8,3.824284091120139
5652-MSDEY,10,1,0,1,75.75,777.3,0,7.575,6.655826376236174
7005-CCBKV,6,1,0,0,84.4,556.35,1,14.066666666666668,6.321397592603709
1810-BOHSY,51,1,1,3,96.4,4911.05,0,1.8901960784313727,8.499243047213236
1784-BXEFA,10,1,0,1,20.55,187.35,0,2.055,5.232978525239696
7351-MHQVU,6,0,0,3,50.95,307.6,0,8.491666666666667,5.728800237631489
9224-VTYID,47,1,2,1,90.5,4318.35,0,1.925531914893617,8.370628663834355
9500-IWPXQ,61,1,1,0,79.4,4820.55,0,1.301639344262295,8.480643308418655
5762-TJXGK,52,0,2,2,58.75,3038.55,0,1.1298076923076923,8.019135706927925
4504-YOULA,35,1,0,3,59.45,2136.9,0,1.6985714285714286,7.667111459652418
5569-IDSEY,71,1,1,2,105.7,7472.15,0,1.4887323943661972,8.918938054653646
4250-FDVOU,6,1,0,0,56.25,389.1,1,9.375,5.963836379990508
7284-ZZLOH,45,1,2,3,53.3,2296.25,0,1.1844444444444444,7.739032636529336
5277-ZLOOR,2,1,0,0,85.55,187.45,1,42.775,5.233512143181921
2141-RRYGO,4,1,0,2,68.65,261.25,1,17.1625,5.565477803279021
1777-JYQPJ,2,0,0,1,24.3,38.45,0,12.15,3.649358695951653
6376-GAHQE,4,1,0,0,77.85,299.2,1,19.4625,5.7011122461003225
3401-URHDA,51,1,1,3,59.9,3043.6,0,1.1745098039215687,8.020796304302367
1599-EAHXY,60,1,1,3,23.95,1506.4,0,0.39916666666666667,7.317477977342943
8631-XVRZL,9,1,1,1,20.15,163.7,0,2.238888888888889,5.098035484377089
5052-PNLOS,3,1,0,2,105.35,323.25,1,35.11666666666667,5.778426017651967
3853-LYGAM,17,1,0,2,95.65,1640.0,0,5.626470588235295,7.402451520818244
6979-ZNSFF,8,1,0,0,87.05,762.1,1,10.88125,6.636077780672072
5751-USDBL,46,1,2,1,81.0,3846.35,0,1.7608695652173914,8.254879925648291
5680-LQOGP,68,1,2,3,82.45,5646.6,0,1.2125000000000001,8.638808873092797
2386-LAHRK,1,1,0,1,53.5,53.5,1,53.5,3.979681653901961
8189-DUKMV,4,1,1,2,20.5,79.05,0,5.125,4.370080563655481
6032-IGALN,1,0,0,1,25.1,25.1,1,25.1,3.2228678461377385
9931-DCEZH,28,1,1,3,54.4,1516.6,0,1.9428571428571428,7.324226266266835
1898-JSNDC,39,1,1,3,58.6,2224.5,0,1.5025641025641026,7.707287450246096
0315-LVCRK,11,1,0,0,84.8,888.75,0,7.709090909090909,6.78981598111745
3911-RSNHI,71,0,2,3,61.4,4310.35,0,0.8647887323943662,8.368774386297245
2410-CIYFZ,2,1,0,1,20.4,42.9,0,10.2,3.758871825933971
4248-HCETZ,30,1,0,1,79.65,2365.15,1,2.6550000000000002,7.7685967238619025
5505-OVWQW,17,1,1,1,20.15,353.65,0,1.1852941176470588,5.8683077234819985
7271-AJDTL,55,1,0,3,94.45,5073.1,0,1.7172727272727273,8.53170734957426
1867-TJHTS,58,1,0,2,79.8,4526.85,0,1.3758620689655172,8.417781612360821
0516-WJVXC,5,1,0,0,54.2,308.25,1,10.84,5.730911142044453
9174-FKWZE,1,1,0,0,19.45,19.45,1,19.45,2.9678470700644555
6860-YRJZP,9,1,0,0,74.05,678.45,0,8.227777777777778,6.519810784591962
4429-WYGFR,26,1,0,2,49.15,1237.3,0,1.8903846153846153,7.12068686521993
2817-LVCPP,50,1,2,3,19.4,1023.95,0,0.38799999999999996,6.931422976282321
5038-ETMLM,72,1,2,2,113.65,8182.75,0,1.5784722222222223,9.009783558918073
5056-FIMPT,43,1,1,3,106.0,4532.3,0,2.4651162790697674,8.418984815897025
4521-WFJAI,56,1,2,2,25.95,1444.05,0,0.4633928571428571,7.275206944892085
6569-KTMDU,1,1,0,1,19.1,19.1,0,19.1,2.9496883350525844
8809-RIHDD,72,1,2,0,103.4,7372.65,1,1.4361111111111111,8.905532486362416
8809-XKHMD,72,1,2,2,100.55,7325.1,0,1.3965277777777778,8.899062085669215
0396-YCHWO,36,1,0,0,95.4,3474.2,0,2.6500000000000004,8.153119515667823
0867-LDTTC,5,1,0,2,75.15,392.65,0,15.030000000000001,5.972918629820883
4822-NGOCH,13,1,0,0,84.45,1058.6,1,6.496153846153846,6.964702559423887
9391-DXGGG,44,1,1,3,89.15,3990.75,0,2.026136363636364,8.29173446214459
9844-FELAJ,70,1,1,0,107.9,7475.85,0,1.5414285714285716,8.919433104168707
2122-SZZZD,44,1,1,3,19.5,835.5,0,0.4431818181818182,6.728030348035448
5307-DZCVC,32,1,0,3,85.95,2628.6,1,2.6859375,7.874206664047907
3148-AOIQT,69,1,2,3,24.95,1718.35,0,0.3615942028985507,7.4491198070569595
8679-JOEVF,16,1,0,0,59.4,1023.9,1,3.7125,6.931374144580771
8395-ETZKQ,68,1,1,2,19.5,1193.55,0,0.2867647058823529,7.084687338491653
6692-YQHXC,16,1,0,3,69.95,1205.5,0,4.371875,7.094649697621226
3889-VWBID,68,1,2,2,82.85,5776.45,0,1.2183823529411764,8.661544586125203
5222-JCXZT,4,1,0,1,19.0,78.9,0,4.75,4.368181227851829
9754-CLVZW,26,0,0,3,38.85,1025.15,0,1.4942307692307693,6.9325942223290555
1432-FPAXX,29,0,0,0,30.6,856.35,1,1.0551724137931036,6.752679171078378
2739-CCZMB,5,1,0,3,20.35,122.0,0,4.07,4.804021044733257
7080-TNUWP,70,1,1,2,95.0,6602.9,0,1.3571428571428572,8.795264225448662
0496-AHOOK,24,1,1,2,74.4,1712.9,0,3.1,7.445943119503939
8336-TAVKX,72,1,2,2,78.45,5682.25,0,1.0895833333333333,8.645102560038268
2468-SJFLM,1,1,0,1,74.3,74.3,0,74.3,4.308110951723713
3181-VTHOE,70,0,1,2,51.05,3635.15,0,0.7292857142857142,8.198405654590777
7168-HDQHG,36,1,0,2,19.2,702.9,0,0.5333333333333333,6.555214634181859
4803-AXVYP,38,1,0,0,99.55,3734.25,1,2.619736842105263,8.225302274190401
3884-HCSWG,17,1,0,0,70.0,1144.5,1,4.117647058823529,7.0427231393926215
4567-AKPIA,41,1,1,2,109.1,4454.25,0,2.6609756097560973,8.401613975564079
5077-DXTCG,1,1,0,0,45.3,45.3,1,45.3,3.8133070324889884
1142-WACZW,2,0,0,2,29.85,75.6,1,14.925,4.3254562831854875
7901-HXJVA,14,1,0,0,76.45,1117.55,0,5.460714285714286,7.018894068216104
5649-ANRML,2,1,0,3,95.1,180.25,1,47.55,5.1943447761650585
4892-VLANZ,1,1,0,1,19.8,19.8,1,19.8,2.9856819377004897
5924-IFQTT,13,1,0,0,72.8,930.05,0,5.6,6.83523834814296
7968-QUXNS,6,1,0,1,18.95,110.15,0,3.158333333333333,4.7018430732483525
2919-HBCJO,4,1,0,2,76.65,333.6,1,19.1625,5.809942670484592
4236-XPXAV,5,1,0,1,99.15,465.05,1,19.830000000000002,6.142144926688476
8903-WMRNW,15,1,0,0,101.75,1669.4,0,6.783333333333333,7.420219559416636
2452-SNHFZ,47,1,0,3,75.45,3545.1,0,1.6053191489361702,8.17332164731308
3629-WEAAM,8,1,0,1,64.1,504.05,0,8.0125,6.222675469499951
6029-CSMJE,17,0,0,1,25.65,440.2,0,1.5088235294117647,6.087229169092361
7993-NQLJE,15,1,0,1,75.1,1151.55,0,5.006666666666666,7.048864139942017
9909-DFRJA,26,1,1,2,95.85,2475.35,0,3.6865384615384613,7.8141370791461675
9099-FTUHS,23,1,0,0,54.4,1249.25,0,2.365217391304348,7.130298650224314
0581-BXBUB,4,1,0,0,72.75,317.75,0,18.1875,5.761264910069563
4962-CHQPW,29,1,1,1,19.85,535.05,0,0.6844827586206897,6.28236020047301
9467-ROOLM,25,1,0,1,19.05,461.3,0,0.762,6.134048590563775
3030-YZADT,9,1,0,1,44.95,431.0,1,4.9944444444444445,6.066108090103747
7410-KTVFV,18,1,0,1,49.55,878.35,1,2.7527777777777778,6.778045147459392
5150-ITWWB,3,1,0,0,94.85,335.75,0,31.616666666666664,5.816366835403347
2253-KPMNB,69,0,2,2,46.25,3121.4,0,0.6702898550724637,8.046036898108452
1345-ZUKID,14,1,1,1,19.35,324.8,0,1.3821428571428573,5.783209608287523
6429-SHBCB,19,1,0,1,69.6,1394.55,0,3.663157894736842,7.240327061569976
9281-OFDMF,39,1,0,0,90.7,3413.25,0,2.325641025641026,8.13542019556486
2603-HVKCG,31,1,0,0,101.4,3143.65,0,3.270967741935484,8.053139824196998
1834-WULEG,24,1,1,1,20.25,439.75,0,0.84375,6.086206383617667
9097-ZUBYC,14,1,0,2,48.8,664.4,0,3.4857142857142853,6.49888437773914
5148-ORICT,64,1,2,1,74.35,4759.55,0,1.16171875,8.467908404941358
4893-GYUJU,50,1,1,1,19.35,1033.0,0,0.387,6.940222469119639
4578-PHJYZ,52,1,1,0,68.75,3482.85,0,1.3221153846153846,8.155606203116484
7272-QDCKA,28,1,1,0,100.2,2688.45,0,3.5785714285714287,7.896720098345716
8908-SLFCJ,21,1,2,3,20.85,435.25,0,0.9928571428571429,6.075920578648298
8393-DLHGA,25,1,0,0,95.9,2448.75,1,3.8360000000000003,7.803332969258751
9766-HGEDE,17,1,1,1,19.35,307.0,0,1.1382352941176472,5.726847747587197
6968-MHOMU,58,0,1,3,45.0,2689.35,0,0.7758620689655172,7.897054807709546
7395-IGJOS,17,1,0,2,81.5,1329.2,1,4.794117647058823,7.192332536480439
5044-XDPYX,51,1,2,1,25.5,1281.25,0,0.5,7.155591442886719
1814-WFGVS,72,0,2,1,48.9,3527.0,0,0.6791666666666667,8.168202930236053
2834-SPCJV,52,1,0,0,84.1,4348.65,1,1.6173076923076921,8.377620731088221
3721-WKIIL,27,1,2,1,19.6,561.15,0,0.725925925925926,6.329988249462265
6734-CKRSM,3,1,0,1,20.0,63.6,0,6.666666666666667,4.152613470346076
1265-ZFOSD,64,1,2,1,81.3,5129.3,0,1.2703125,8.542724476612646
6568-POCUI,45,1,2,3,95.2,4285.8,0,2.1155555555555554,8.363062511388982
7890-VYYWG,3,0,0,1,36.45,93.7,1,12.15,4.540098189244376
5197-LQXXH,71,1,2,3,83.3,5894.5,0,1.1732394366197183,8.681774991732182
9907-SWKKF,1,0,0,1,25.05,25.05,1,25.05,3.2208738275308737
3457-PQBYH,58,1,2,3,20.3,1160.75,0,0.35000000000000003,7.056821626900031
7682-AZNDK,34,1,0,0,89.85,3091.75,0,2.6426470588235293,8.036492552622166
0587-DMGBH,8,1,0,0,49.85,365.55,1,6.23125,5.901403068739325
5384-ZTTWP,15,1,0,1,19.8,272.95,0,1.32,5.609288628227767
3745-HRPHI,66,0,2,2,54.65,3632.0,0,0.828030303030303,8.197538739721184
7636-OWBPG,12,0,0,3,29.35,381.2,0,2.4458333333333333,5.943324171780047
1231-YNDEK,58,1,2,2,19.15,1035.5,0,0.3301724137931034,6.942639680835639
1407-DIGZV,3,1,2,1,19.1,52.0,0,6.366666666666667,3.9512437185814275
6397-JNZZG,43,0,0,3,55.55,2342.2,1,1.291860465116279,7.7588459376080365
0570-BFQHT,9,1,0,0,80.55,653.9,0,8.95,6.4829544345672305
4393-OBCRR,3,1,1,1,20.25,71.2,0,6.75,4.26549281841793
3523-QRQLL,22,1,1,2,69.5,1498.2,1,3.159090909090909,7.312019666513782
8564-LDKFL,40,1,1,2,106.0,4178.65,0,2.65,8.33774350684671
3696-DFHHB,68,1,2,2,25.5,1821.8,0,0.375,7.50758030231071
0895-DQHEW,54,1,0,0,104.3,5278.15,1,1.9314814814814814,8.571330936515439
4717-GHADL,50,1,2,1,79.6,4024.2,0,1.5919999999999999,8.300081412333746
5501-TVMGM,1,1,0,0,55.25,55.25,0,55.25,4.0118683403978626
5879-HMFFH,72,1,2,2,88.05,6520.8,0,1.2229166666666667,8.782752346780248
6772-WFQRD,40,1,1,2,20.4,854.9,0,0.51,6.750984503032188
3810-DVDQQ,72,1,2,2,117.6,8308.9,0,1.6333333333333333,9.025082508449941
6972-SNKKW,6,1,0,1,20.0,109.2,0,3.3333333333333335,4.693181063310805
3694-GLTJM,5,1,0,3,19.65,92.05,0,3.9299999999999997,4.522331907679087
8550-XSXUQ,48,1,1,3,70.55,3420.5,0,1.4697916666666666,8.137542018201053
8149-RSOUN,1,1,0,0,93.85,93.85,1,93.85,4.541697763032518
9055-MOJJJ,64,1,1,1,65.8,4068.0,0,1.028125,8.31090675716845
4359-INNWN,17,1,1,3,20.05,337.9,0,1.1794117647058824,5.822749993720244
0585-EGDDA,40,1,0,0,80.0,3168.75,0,2.0,8.061092467339494
4032-RMHCI,41,0,1,3,35.4,1412.4,0,0.8634146341463415,7.253045664054231
0549-CYCQN,51,1,1,2,79.6,3974.7,0,1.56078431372549,8.287704552542188
3481-JHUZH,41,1,0,0,80.25,3439.0,0,1.9573170731707317,8.142936010432265
7250-EQKIY,1,1,0,1,50.45,50.45,1,50.45,3.920982746799618
3594-IVHJZ,2,1,0,1,20.45,42.45,0,10.225,3.7483269127573564
6869-FGJJC,68,1,1,3,79.6,5461.45,0,1.1705882352941175,8.605469601247641
3896-ZVNET,24,1,2,1,24.7,571.75,0,1.0291666666666666,6.348701832902891
8205-VSLRB,70,1,2,3,77.3,5498.2,0,1.1042857142857143,8.612176044927883
5960-MVTUK,3,0,0,0,29.75,96.85,0,9.916666666666666,4.573163389853005
6817-WTYHE,2,1,0,2,44.9,111.05,0,22.45,4.709980550340436
3082-VQXNH,3,0,0,3,29.8,94.4,0,9.933333333333334,4.547541073151455
4013-UBXWQ,7,1,0,0,74.65,521.1,1,10.664285714285715,6.255941961915169
